Pair,L1,a1,b1,L2,a2,b2,DV,DECIEDE2000,DV normF1,DV normF3,delta_L,delta_a,delta_b,L_med,a_med,b_med,ratio_V_E,abs_diff,norm_abs_diff
1.22,59.17741,-19.078669,57.556789,59.140568,-20.820892,59.262199,1.28367,0.839442504173231,1.35482674813261,1.23932855333268,0.03684200000000004,1.7422229999999992,1.7054100000000005,59.158989000000005,-19.949780500000003,58.409494,1.5291934731552537,0.4442274958267691,0.34606051047442765
1.23,59.17741,-19.078669,57.556789,58.965069,-19.250687,62.203011,1.31805,1.37438943125781,1.39111250973863,1.27252097479892,0.2123410000000021,0.17201799999999778,4.6462219999999945,59.071239500000004,-19.164678000000002,59.8799,0.9590076648324797,0.056339431257810046,0.04274453261641479
1.24,60.12291,-25.401049,38.368519,60.077988,-27.294632,41.169613,1.37883,1.07559737970405,1.45526168339814,1.33120146859527,0.044921999999999684,1.8935829999999996,2.801093999999999,60.100449,-26.3478405,39.769065999999995,1.281920191268469,0.3032326202959501,0.21992023677757944
1.25,60.12291,-25.401049,38.368519,59.951927,-25.584404,41.409966,1.24095,1.19031635930075,1.30973868135515,1.1980842181076,0.17098299999999966,0.18335499999999882,3.041446999999998,60.0374185,-25.4927265,39.889242499999995,1.0425379683821674,0.050633640699250027,0.04080232133321061
1.26,60.12291,-25.401049,38.368519,59.915833,-24.728031,41.174774,1.461,1.33036450130765,1.54198655341462,1.41053309372272,0.20707699999999818,0.673017999999999,2.806255,60.0193715,-25.06454,39.7716465,1.098195267135999,0.13063549869235014,0.08941512566936002
1.27,60.12291,-25.401049,38.368519,60.391327,-27.332436,37.237068,1.57939,1.25178996070304,1.66693918042267,1.52483358172123,0.26841699999999946,1.9313870000000009,1.1314509999999984,60.2571185,-26.3667425,37.8027935,1.2617052766993477,0.32760003929696,0.20742187749038432
1.28,60.12291,-25.401049,38.368519,59.969959,-24.105118,39.12289,0.993036,0.850683031619528,1.04808224439195,0.958733840696805,0.1529509999999945,1.2959309999999995,0.754370999999999,60.046434500000004,-24.753083500000002,38.7457045,1.1673396105505023,0.14235296838047207,0.14335126645672544
1.29,60.12291,-25.401049,38.368519,60.11393,-23.765646,37.980831,1.10306,0.76789571422639,1.16420512498941,1.06495731304708,0.008979999999993993,1.6354030000000002,0.38768799999999715,60.11842,-24.583347500000002,38.174675,1.4364710964363139,0.3351642857736099,0.3038495507676467
1.30,60.12291,-25.401049,38.368519,60.167778,-28.125673,40.459991,1.58078,1.1940598066641,1.66840623128458,1.5261755673477,0.04486800000000102,2.7246239999999986,2.091472000000003,60.145343999999994,-26.763361,39.414255,1.3238700355323307,0.38672019333590013,0.2446388448052615
1.31,60.12291,-25.401049,38.368519,59.960945,-25.14229,41.96917,1.70334,1.51000757818845,1.79776001087835,1.64450201222563,0.16196499999999503,0.2587590000000013,3.600650999999999,60.0419275,-25.2716695,40.1688445,1.1280340731239613,0.19333242181154997,0.11350195597945684
1.32,60.12291,-25.401049,38.368519,59.996998,-23.66811,38.590187,1.34401,0.92906311649463,1.41851153159123,1.29758424592352,0.12591199999999958,1.7329390000000018,0.2216680000000011,60.059954,-24.5345795,38.479353,1.4466293782324948,0.4149468835053699,0.30873794331636817
1.33,60.12291,-25.401049,38.368519,59.969959,-22.846863,36.808235,1.4415,1.17136511206557,1.52140562405693,1.39170667666071,0.1529509999999945,2.5541860000000014,1.5602839999999958,60.046434500000004,-24.123956,37.588377,1.2306154451087092,0.2701348879344301,0.18739846531184987
1.34,60.12291,-25.401049,38.368519,60.239456,-23.733757,36.941971,1.01393,0.786183473618058,1.07013444634065,0.978906105214424,0.1165459999999996,1.6672919999999998,1.4265479999999968,60.181183,-24.567403,37.655245,1.2896862281321615,0.22774652638194204,0.22461760294825522
1.35,60.515945,-7.949205,17.12059,60.507057,-8.698397,15.99509,1.48248,1.09858878722572,1.56465723867632,1.43127111620948,0.008887999999998897,0.7491919999999999,1.1255000000000006,60.511501,-8.323801,16.55784,1.3494403146005929,0.38389121277427996,0.25895203477640705
1.36,60.515945,-7.949205,17.12059,60.524834,-6.81941,17.629032,1.28032,1.18489356374663,1.35129105001219,1.23609427142715,0.008888999999996372,1.1297949999999997,0.5084419999999987,60.5203895,-7.3843075,17.374811,1.0805358709782302,0.09542643625336988,0.0745332699472293
1.37,60.515945,-7.949205,17.12059,60.400242,-6.830273,15.697504,1.02426,1.15574111618532,1.08103706173885,0.988879278970862,0.11570300000000344,1.118932,1.4230859999999996,60.458093500000004,-7.3897390000000005,16.409047,0.8862365323598352,0.13148111618532,0.12836693423247325
1.38,60.515945,-7.949205,17.12059,60.239456,-8.621399,18.694801,1.36119,0.95949109526984,1.43664385807149,1.31417080208379,0.2764890000000051,0.6721940000000002,1.5742109999999983,60.3777005,-8.285302,17.9076955,1.418658292184078,0.4016989047301599,0.2951086214525902
1.39,60.515945,-7.949205,17.12059,60.507057,-6.57367,16.30974,1.18598,1.25391432702325,1.25172156921196,1.14501303113844,0.008887999999998897,1.3755350000000002,0.8108499999999985,60.511501,-7.2614374999999995,16.715165,0.9458221933468565,0.06793432702324997,0.05728117419009494
1.40,60.515945,-7.949205,17.12059,60.613579,-6.15074,16.414038,2.00809,1.65425358088932,2.11940299660942,1.93872511989983,0.09763399999999933,1.7984650000000002,0.7065519999999985,60.564762,-7.0499725,16.767314,1.2138949082440942,0.3538364191106802,0.17620545838805765
1.41,60.515945,-7.949205,17.12059,60.337795,-7.54275,18.307428,0.916442,0.898280703365426,0.967242464739496,0.88478560539181,0.17815000000000225,0.40645500000000023,1.1868380000000016,60.42687,-7.7459775,17.714009,1.0202178400875301,0.018161296634573998,0.019817180590541265
1.42,61.929352,-10.558199,40.607128,62.014931,-12.33586,39.305092,1.45233,1.40549944979428,1.53283595559251,1.40216257905976,0.08557899999999563,1.7776610000000002,1.302036000000001,61.9721415,-11.4470295,39.95611,1.0333195072963242,0.0468305502057198,0.03224511658746613
1.43,61.929352,-10.558199,40.607128,61.92078,-12.019363,38.258896,1.5255,1.5202443023241,1.61006193513621,1.47280508862013,0.008572000000000912,1.4611640000000001,2.348232000000003,61.925066,-11.288781,39.433012000000005,1.0034571395297507,0.005255697675900173,0.003445229546020939
1.44,61.929352,-10.558199,40.607128,61.937916,-9.328341,38.188324,1.33592,1.02214346227704,1.40997308448848,1.289773696486,0.008563999999999794,1.2298580000000001,2.4188040000000015,61.933634,-9.94327,39.397726000000006,1.3069789594084744,0.31377653772296,0.23487674223612434
1.45,61.929352,-10.558199,40.607128,61.723186,-8.90379,40.41917,1.46674,1.09431792164403,1.54804473467171,1.41607481853994,0.20616600000000318,1.6544089999999994,0.18795800000000185,61.826268999999996,-9.730994500000001,40.513149,1.34032347423877,0.37242207835596997,0.253911448588065
1.46,61.929352,-10.558199,40.607128,61.834995,-9.231165,43.566612,1.59756,1.58496554752915,1.68611638485494,1.54237594059388,0.09435700000000224,1.3270339999999994,2.9594839999999962,61.8821735,-9.894682,42.086870000000005,1.007946198882706,0.012594452470850115,0.007883555211050951
1.47,61.929352,-10.558199,40.607128,62.014931,-12.123996,40.403767,1.44457,1.0458526631303,1.52464580114043,1.39467063052637,0.08557899999999563,1.5657969999999999,0.203361000000001,61.9721415,-11.3410975,40.5054475,1.3812366211269933,0.3987173368696999,0.27601108744726033
1.48,61.929352,-10.558199,40.607128,62.074726,-9.293166,37.579418,1.38027,1.20631136830564,1.45678150587379,1.33259172708601,0.14537399999999678,1.2650330000000007,3.027710000000006,62.002038999999996,-9.9256825,39.093272999999996,1.144207072171169,0.1739586316943602,0.12603232089977168
1.49,61.929352,-10.558199,40.607128,62.08326,-10.264501,36.965408,1.53991,1.36233847297185,1.62527071421541,1.48671732810031,0.15390800000000127,0.2936980000000009,3.6417200000000065,62.006306,-10.411349999999999,38.786268,1.1303431778671318,0.17757152702814993,0.11531292537410434
1.50,61.929352,-10.558199,40.607128,61.895065,-9.016234,37.991352,1.36475,1.19000487408395,1.44040119696961,1.31760783001922,0.03428699999999907,1.5419649999999994,2.615776000000004,61.912208500000006,-9.7872165,39.29924,1.1468440412092618,0.17474512591604996,0.12804185806045656
1.51,61.929352,-10.558199,40.607128,61.997829,-8.711558,40.371651,1.75721,1.20662810510546,1.85461614751931,1.69651119618104,0.06847700000000145,1.846641,0.23547700000000304,61.9635905,-9.6348785,40.4893895,1.4562979190594278,0.55058189489454,0.31332731692923027
1.52,61.929352,-10.558199,40.607128,61.88649,-12.259735,41.74934,1.46674,1.03360806930909,1.54804473467171,1.41607481853994,0.04286199999999951,1.701535999999999,1.1422119999999936,61.907921,-11.408967,41.178234,1.4190485176469123,0.4331319306909098,0.29530246014672495
1.53,61.929352,-10.558199,40.607128,61.688721,-9.588286,44.007,1.80044,1.57004749263765,1.90024248475689,1.73824791462158,0.24063100000000048,0.969913,3.399871999999995,61.809036500000005,-10.0732425,42.307064,1.1467423802757408,0.23039250736235006,0.1279645571273608
1.54,61.929352,-10.558199,40.607128,62.032024,-8.979323,37.382965,1.78603,1.35504294477315,1.8850337056777,1.7243356751414,0.10267199999999832,1.5788759999999993,3.2241630000000043,61.980688,-9.768761000000001,38.9950465,1.3180615459984115,0.43098705522685,0.24131008716849095
1.55,64.136612,-22.719421,3.767724,64.152809,-23.894442,5.964657,1.90291,1.52464722254475,2.00839262995087,1.83717832263922,0.016197000000005346,1.175021000000001,2.196933,64.1447105,-23.3069315,4.8661905,1.2480985572359504,0.37826277745525005,0.1987812231038088
1.56,64.136612,-22.719421,3.767724,63.672112,-22.656645,6.468582,1.98058,1.87429083173772,2.09036805473096,1.91216538998312,0.464500000000001,0.0627759999999995,2.7008579999999998,63.904362,-22.688033,5.1181529999999995,1.056709004496931,0.10628916826227996,0.05366567783609563
1.57,64.136612,-22.719421,3.767724,63.770351,-24.17449,5.600303,1.70874,1.39777101189123,1.80345934516201,1.64971548156588,0.3662610000000015,1.4550689999999982,1.8325790000000004,63.953481499999995,-23.4469555,4.6840135,1.2224749148757517,0.31096898810876983,0.18198730522301962
1.58,64.136612,-22.719421,3.767724,64.006767,-21.400127,4.911695,2.13592,1.15145737723802,2.25431890429114,2.06213952467093,0.1298450000000031,1.3192939999999993,1.143971,64.07168949999999,-22.059774,4.3397095,1.854970961468345,0.9844626227619799,0.46090800324968717
1.59,64.136612,-22.719421,3.767724,64.120407,-23.483311,5.890668,1.87379,1.43660548959973,1.97765844211005,1.80906420649328,0.01620499999999936,0.76389,2.122944,64.1285095,-23.101366,4.829196,1.3043177213653565,0.43718451040027007,0.2333156384477206
1.60,64.136612,-22.719421,3.767724,64.435272,-24.967566,5.245753,1.80583,1.45524083973882,1.90593126471781,1.74345172938898,0.29865999999999815,2.248145000000001,1.4780289999999998,64.285942,-23.8434935,4.5067385,1.2409148708905031,0.35058916026118014,0.19414294815516253
1.61,64.136612,-22.719421,3.767724,64.370888,-22.127905,5.731654,2.19417,1.4360036346419,2.31579783429553,2.11837741153564,0.23427599999999416,0.5915160000000022,1.96393,64.25375,-22.423662999999998,4.749689,1.5279696691152151,0.7581663653581001,0.34553674738628426
1.62,64.136612,-22.719421,3.767724,63.892811,-21.149197,4.631444,1.38835,1.14211262311922,1.46530939865379,1.34039262195067,0.24380099999999771,1.5702239999999996,0.8637200000000003,64.0147115,-21.934309,4.199584,1.2155981561544111,0.24623737688077996,0.17735972680046114
1.63,64.136612,-22.719421,3.767724,64.144714,-20.817036,4.046465,1.35922,1.11000256254443,1.43456465649023,1.31226885123189,0.008101999999993836,1.9023849999999989,0.27874100000000057,64.14066299999999,-21.7682285,3.9070945000000004,1.2245196944949168,0.24921743745557,0.1833532741367966
1.64,64.136612,-22.719421,3.767724,63.811211,-25.392773,4.561655,2.75728,1.44716681446585,2.91012230253188,2.66203606342216,0.3254009999999994,2.6733519999999977,0.7939310000000002,63.9739115,-24.056097,4.1646895,1.9052952089095674,1.3101131855341501,0.4751469510020756
1.65,63.010902,-31.095072,-5.854865,62.877323,-33.912304,-5.22271,1.72619,1.32603817096693,1.82187663835646,1.66656271119317,0.13357900000000456,2.8172320000000006,0.632155,62.9441125,-32.503688,-5.5387875,1.301764938968174,0.4001518290330699,0.23181215787442735
1.66,63.010902,-31.095072,-5.854865,63.019234,-34.369724,-6.42184,2.01935,1.34596402860994,2.13128716402315,1.94959616893153,0.008331999999995787,3.2746519999999997,0.5669750000000002,63.015068,-32.732397999999996,-6.1383525,1.500300123611184,0.6733859713900603,0.3334666952517362
1.67,63.010902,-31.095072,-5.854865,62.860596,-30.833496,-7.561511,1.48512,1.18252054539303,1.56744357988167,1.43381992344249,0.1503060000000005,0.26157599999999803,1.706646,62.935749,-30.964284,-6.708188,1.2558936117684978,0.3025994546069699,0.2037542113790237
1.68,63.010902,-31.095072,-5.854865,62.818741,-29.793686,-4.075099,1.53571,1.26310993150726,1.62083789866144,1.48266240750234,0.1921609999999987,1.3013859999999973,1.7797660000000004,62.9148215,-30.444378999999998,-4.964982,1.2158165813419197,0.2726000684927399,0.17750751659833716
1.69,63.010902,-31.095072,-5.854865,62.868961,-28.453684,-4.335227,1.5878,1.43516927590036,1.67581536585335,1.53295307749003,0.14194100000000276,2.641387999999999,1.5196380000000005,62.9399315,-29.774378,-5.095046,1.1063503278367885,0.15263072409964007,0.09612717219014541
1.70,63.010902,-31.095072,-5.854865,62.969208,-28.907545,-7.050672,1.5625,1.38973246619401,1.64911292930209,1.50852700817368,0.041693999999999676,2.1875269999999993,1.1958069999999994,62.990055,-30.0013085,-6.4527684999999995,1.1243171163402568,0.17276753380598997,0.11057122156506799
1.71,63.010902,-31.095072,-5.854865,62.868961,-33.724255,-5.994662,1.5625,1.09699870548659,1.64911292930209,1.50852700817368,0.14194100000000276,2.629183000000001,0.13979699999999973,62.9399315,-32.4096635,-5.9247635,1.424340786147591,0.46550129451341005,0.2979208282979131
1.72,63.010902,-31.095072,-5.854865,63.135723,-33.773872,-7.023799,1.43304,1.23745751750084,1.51247666701252,1.38353890802765,0.12482099999999718,2.678799999999999,1.1689340000000001,63.0733125,-32.434472,-6.439332,1.1580518753775928,0.1955824824991601,0.13648082563130076
1.73,63.010902,-31.095072,-5.854865,62.885685,-30.026833,-7.584686,1.35565,1.35004322176502,1.43079676326936,1.30882216872361,0.12521699999999925,1.0682389999999984,1.7298209999999994,62.948293500000005,-30.5609525,-6.7197755,1.0041530353550434,0.005606778234980014,0.004135859721052008
1.74,62.718109,-25.087914,-7.83356,62.935822,-23.784439,-8.698171,1.4,1.0285329154368,1.47760518465467,1.35164019932362,0.21771300000000338,1.3034750000000024,0.864611,62.8269655,-24.436176500000002,-8.2658655,1.3611620762222103,0.3714670845632,0.2653336316413331
1.75,62.718109,-25.087914,-7.83356,62.977551,-26.707878,-7.244078,1.5968,1.01085536733005,1.68531425632613,1.54164219305711,0.25944199999999995,1.6199639999999995,0.5894820000000003,62.84783,-25.897896000000003,-7.538819,1.5796522925311662,0.58594463266995,0.3669492937769293
1.76,62.718109,-25.087914,-7.83356,63.019234,-28.179426,-7.809586,1.7088,1.53617933956083,1.8035226710985,1.649773409003,0.301124999999999,3.091511999999998,0.02397399999999994,62.8686715,-26.633670000000002,-7.821573000000001,1.112370121691748,0.17262066043917002,0.10101864486080954
1.77,62.718109,-25.087914,-7.83356,62.608803,-26.457151,-7.176141,1.2608,0.91140167164287,1.330689012009,1.21724854521944,0.10930599999999657,1.3692369999999983,0.657419,62.663456,-25.7725325,-7.5048505,1.3833637109134873,0.3493983283571299,0.27712430843909075
1.78,62.718109,-25.087914,-7.83356,62.55825,-25.676392,-7.066313,1.0928,0.679064336756101,1.15337638985044,1.05505172130061,0.1598589999999973,0.5884779999999985,0.7672470000000002,62.6381795,-25.382153000000002,-7.4499365,1.6092731413507098,0.413735663243899,0.37860144844921073
1.79,62.718109,-25.087914,-7.83356,62.684509,-24.413879,-6.823076,1.0496,0.701776238717076,1.1077817155811,1.01334396657862,0.03359999999999985,0.6740349999999999,1.010484,62.701308999999995,-24.750896500000003,-7.328318,1.4956334235869126,0.34782376128292414,0.3313869673699858
1.80,62.718109,-25.087914,-7.83356,63.027569,-27.703461,-8.29789,1.6864,1.272745839051,1.77988098814402,1.62814716581382,0.3094600000000014,2.6155469999999994,0.46433000000000035,62.872839,-26.3956875,-8.065725,1.3250092413835148,0.41365416094899987,0.2452882831497341
1.81,62.718109,-25.087914,-7.83356,62.801987,-24.811626,-9.14352,1.232,0.940919806241051,1.30029256249611,1.18944337540478,0.08387799999999856,0.276288000000001,1.3099600000000002,62.760048,-24.94977,-8.48854,1.3093570679657063,0.291080193758949,0.23626639084633327
1.82,62.718109,-25.087914,-7.83356,63.127411,-25.427595,-9.17878,1.2608,0.947938697890979,1.330689012009,1.21724854521944,0.40930200000000383,0.3396809999999988,1.3452199999999994,62.92276,-25.2577545,-8.506170000000001,1.3300438113509307,0.31286130210902097,0.248145068100314
1.83,62.718109,-25.087914,-7.83356,63.24358,-27.991476,-7.213717,1.7504,1.63878609646231,1.84742865372824,1.68993643206861,0.5254710000000031,2.9035619999999973,0.6198430000000004,62.9808445,-26.539695000000002,-7.523638500000001,1.0681076698847556,0.11161390353768996,0.06376479860256236
1.84,63.168941,-20.919044,-15.118779,63.160637,-19.495073,-15.966379,1.13423,1.11214163330567,1.19710294899348,1.09505061662773,0.008303999999995426,1.423970999999998,0.8475999999999999,63.164789,-20.207058500000002,-15.542579,1.0198611085251927,0.02208836669433012,0.01947432767150912
1.85,63.168941,-20.919044,-15.118779,62.994232,-23.054096,-15.161819,1.20268,1.19624530886312,1.26934728820034,1.1611361678018,0.174709,2.1350520000000017,0.04303999999999952,63.0815865,-21.98657,-15.140298999999999,1.005379072405823,0.00643469113688,0.005350293620522255
1.86,63.168941,-20.919044,-15.118779,63.193836,-19.875753,-15.956446,1.10872,0.907451920688299,1.17017887166452,1.07042180128149,0.024895000000000778,1.043291,0.8376669999999997,63.1813885,-20.3973985,-15.5376125,1.221794756836533,0.20126807931170088,0.1815319279260489
1.87,63.168941,-20.919044,-15.118779,63.218716,-20.53377,-16.749008,0.94094,1.05288193102898,0.993098444606403,0.908437377965402,0.0497750000000039,0.385273999999999,1.630229,63.193828499999995,-20.726407000000002,-15.9338935,0.8936804511278298,0.11194193102898009,0.11896819235021563
1.88,63.168941,-20.919044,-15.118779,63.035896,-21.537855,-13.416221,1.37181,1.2128395577134,1.44785254882937,1.32442395845295,0.13304499999999564,0.6188110000000009,1.7025579999999998,63.1024185,-21.2284495,-14.2675,1.1310729355292783,0.15897044228660007,0.11588371725728515
1.89,63.168941,-20.919044,-15.118779,63.193836,-19.7904,-14.360781,1.0094,0.669018073677817,1.06535333813602,0.974532583712327,0.024895000000000778,1.1286439999999978,0.7579980000000006,63.1813885,-20.354722000000002,-14.73978,1.5087783696817203,0.3403819263221831,0.33721213194469085
1.90,63.168941,-20.919044,-15.118779,63.027569,-20.856705,-13.311865,1.16779,1.09975574789796,1.2325232561342,1.12745136312009,0.14137199999999694,0.062338999999997924,1.8069140000000008,63.098254999999995,-20.887874500000002,-14.215322,1.0618630556559632,0.06803425210204006,0.05825897810717772
1.91,63.168941,-20.919044,-15.118779,63.474903,-19.289051,-14.081301,1.32752,0.996382694801527,1.40110745338055,1.28166385529006,0.30596200000000096,1.629992999999999,1.0374780000000001,63.321922,-20.1040475,-14.60004,1.3323394771846113,0.33113730519847306,0.2494405394638367
1.92,63.168941,-20.919044,-15.118779,63.384186,-22.267904,-16.285164,1.49664,0.85128207930489,1.57960215968683,1.44494199136835,0.21524500000000302,1.348860000000002,1.1663850000000018,63.276563499999995,-21.593474,-15.7019715,1.7581011448801702,0.64535792069511,0.43120451161528855
1.93,63.168941,-20.919044,-15.118779,63.359409,-21.850452,-16.324804,1.12215,0.743083735927642,1.18435332711445,1.08338789262214,0.19046800000000275,0.9314080000000011,1.2060250000000003,63.264174999999994,-21.384748000000002,-15.7217915,1.5101259040328987,0.379066264072358,0.33780355900241005
1.94,63.168941,-20.919044,-15.118779,63.019234,-22.025394,-15.994091,0.918121,0.674064261786576,0.969014535528807,0.886406608173713,0.14970699999999937,1.106349999999999,0.8753119999999992,63.0940875,-21.472219,-15.556435,1.362067462536132,0.244056738213424,0.2658219754777443
1.95,63.168941,-20.919044,-15.118779,63.160637,-21.019312,-16.713694,1.2255,0.917141351034463,1.29343225271021,1.18316790305078,0.008303999999995426,0.1002679999999998,1.5949150000000003,63.164789,-20.969178,-15.9162365,1.3362171461154986,0.308358648965537,0.25161864440140214
1.96,63.168941,-20.919044,-15.118779,63.210426,-21.347866,-16.801956,1.13826,0.931599447345147,1.20135634106073,1.09894140948721,0.04148500000000155,0.42882200000000026,1.6831770000000006,63.1896835,-21.133454999999998,-15.9603675,1.2218341284142622,0.20666055265485306,0.18155830168265136
1.97,63.168941,-20.919044,-15.118779,63.177242,-20.100605,-16.561815,1.16779,1.10381212984094,1.2325232561342,1.12745136312009,0.008301000000003,0.8184389999999979,1.4430359999999993,63.1730915,-20.5098245,-15.840297,1.057960831713562,0.06397787015906009,0.05478542383842528
1.98,63.168941,-20.919044,-15.118779,63.318081,-19.107048,-15.779756,1.21342,1.26653824046428,1.28068263083119,1.17150517904519,0.14914000000000271,1.8119960000000006,0.6609770000000008,63.243511,-20.013046,-15.449267500000001,0.958060294016177,0.05311824046428004,0.0437756427457141
1.99,64.225632,-12.870156,-6.938132,64.104187,-12.945864,-5.364041,1.46875,1.20305729590899,1.55016615354396,1.41801538768326,0.12144500000000846,0.07570800000000055,1.5740910000000001,64.1649095,-12.90801,-6.1510865,1.2208479211868404,0.26569270409101,0.18089716010901297
1.100,64.225632,-12.870156,-6.938132,64.306389,-11.532928,-6.691082,1.47743,1.08139460787768,1.55932730568882,1.42639555691906,0.08075699999999131,1.3372279999999996,0.24705000000000066,64.2660105,-12.201542,-6.8146070000000005,1.3662265262570001,0.3960353921223201,0.2680569582682517
