Pair,L1,a1,b1,L2,a2,b2,DV,DV normF1,DECIEDE2000
1.25,60.12291,-25.401049,38.368519,59.951927,-25.584404,41.409966,1.24095,1.30973868135515,1.19031635930075
1.26,60.12291,-25.401049,38.368519,59.915833,-24.728031,41.174774,1.461,1.54198655341462,1.33036450130765
1.27,60.12291,-25.401049,38.368519,60.391327,-27.332436,37.237068,1.57939,1.66693918042267,1.25178996070304
1.28,60.12291,-25.401049,38.368519,59.969959,-24.105118,39.12289,0.993036,1.04808224439195,0.850683031619528
1.29,60.12291,-25.401049,38.368519,60.11393,-23.765646,37.980831,1.10306,1.16420512498941,0.76789571422639
1.30,60.12291,-25.401049,38.368519,60.167778,-28.125673,40.459991,1.58078,1.66840623128458,1.1940598066641
1.31,60.12291,-25.401049,38.368519,59.960945,-25.14229,41.96917,1.70334,1.79776001087835,1.51000757818845
1.32,60.12291,-25.401049,38.368519,59.996998,-23.66811,38.590187,1.34401,1.41851153159123,0.92906311649463
1.33,60.12291,-25.401049,38.368519,59.969959,-22.846863,36.808235,1.4415,1.52140562405693,1.17136511206557
1.34,60.12291,-25.401049,38.368519,60.239456,-23.733757,36.941971,1.01393,1.07013444634065,0.786183473618058
1.35,60.515945,-7.949205,17.12059,60.507057,-8.698397,15.99509,1.48248,1.56465723867632,1.09858878722572
1.36,60.515945,-7.949205,17.12059,60.524834,-6.81941,17.629032,1.28032,1.35129105001219,1.18489356374663
1.37,60.515945,-7.949205,17.12059,60.400242,-6.830273,15.697504,1.02426,1.08103706173885,1.15574111618532
1.38,60.515945,-7.949205,17.12059,60.239456,-8.621399,18.694801,1.36119,1.43664385807149,0.95949109526984
1.39,60.515945,-7.949205,17.12059,60.507057,-6.57367,16.30974,1.18598,1.25172156921196,1.25391432702325
1.40,60.515945,-7.949205,17.12059,60.613579,-6.15074,16.414038,2.00809,2.11940299660942,1.65425358088932
1.41,60.515945,-7.949205,17.12059,60.337795,-7.54275,18.307428,0.916442,0.967242464739496,0.898280703365426
1.42,61.929352,-10.558199,40.607128,62.014931,-12.33586,39.305092,1.45233,1.53283595559251,1.40549944979428
1.43,61.929352,-10.558199,40.607128,61.92078,-12.019363,38.258896,1.5255,1.61006193513621,1.5202443023241
1.44,61.929352,-10.558199,40.607128,61.937916,-9.328341,38.188324,1.33592,1.40997308448848,1.02214346227704
1.45,61.929352,-10.558199,40.607128,61.723186,-8.90379,40.41917,1.46674,1.54804473467171,1.09431792164403
1.46,61.929352,-10.558199,40.607128,61.834995,-9.231165,43.566612,1.59756,1.68611638485494,1.58496554752915
1.47,61.929352,-10.558199,40.607128,62.014931,-12.123996,40.403767,1.44457,1.52464580114043,1.0458526631303
1.48,61.929352,-10.558199,40.607128,62.074726,-9.293166,37.579418,1.38027,1.45678150587379,1.20631136830564
1.49,61.929352,-10.558199,40.607128,62.08326,-10.264501,36.965408,1.53991,1.62527071421541,1.36233847297185
1.50,61.929352,-10.558199,40.607128,61.895065,-9.016234,37.991352,1.36475,1.44040119696961,1.19000487408395
1.51,61.929352,-10.558199,40.607128,61.997829,-8.711558,40.371651,1.75721,1.85461614751931,1.20662810510546
1.52,61.929352,-10.558199,40.607128,61.88649,-12.259735,41.74934,1.46674,1.54804473467171,1.03360806930909
1.53,61.929352,-10.558199,40.607128,61.688721,-9.588286,44.007,1.80044,1.90024248475689,1.57004749263765
1.54,61.929352,-10.558199,40.607128,62.032024,-8.979323,37.382965,1.78603,1.8850337056777,1.35504294477315
1.55,64.136612,-22.719421,3.767724,64.152809,-23.894442,5.964657,1.90291,2.00839262995087,1.52464722254475
1.56,64.136612,-22.719421,3.767724,63.672112,-22.656645,6.468582,1.98058,2.09036805473096,1.87429083173772
1.57,64.136612,-22.719421,3.767724,63.770351,-24.17449,5.600303,1.70874,1.80345934516201,1.39777101189123
1.58,64.136612,-22.719421,3.767724,64.006767,-21.400127,4.911695,2.13592,2.25431890429114,1.15145737723802
1.59,64.136612,-22.719421,3.767724,64.120407,-23.483311,5.890668,1.87379,1.97765844211005,1.43660548959973
1.60,64.136612,-22.719421,3.767724,64.435272,-24.967566,5.245753,1.80583,1.90593126471781,1.45524083973882
1.61,64.136612,-22.719421,3.767724,64.370888,-22.127905,5.731654,2.19417,2.31579783429553,1.4360036346419
1.62,64.136612,-22.719421,3.767724,63.892811,-21.149197,4.631444,1.38835,1.46530939865379,1.14211262311922
1.63,64.136612,-22.719421,3.767724,64.144714,-20.817036,4.046465,1.35922,1.43456465649023,1.11000256254443
1.64,64.136612,-22.719421,3.767724,63.811211,-25.392773,4.561655,2.75728,2.91012230253188,1.44716681446585
1.65,63.010902,-31.095072,-5.854865,62.877323,-33.912304,-5.22271,1.72619,1.82187663835646,1.32603817096693
1.66,63.010902,-31.095072,-5.854865,63.019234,-34.369724,-6.42184,2.01935,2.13128716402315,1.34596402860994
1.67,63.010902,-31.095072,-5.854865,62.860596,-30.833496,-7.561511,1.48512,1.56744357988167,1.18252054539303
1.68,63.010902,-31.095072,-5.854865,62.818741,-29.793686,-4.075099,1.53571,1.62083789866144,1.26310993150726
1.69,63.010902,-31.095072,-5.854865,62.868961,-28.453684,-4.335227,1.5878,1.67581536585335,1.43516927590036
1.70,63.010902,-31.095072,-5.854865,62.969208,-28.907545,-7.050672,1.5625,1.64911292930209,1.38973246619401
1.71,63.010902,-31.095072,-5.854865,62.868961,-33.724255,-5.994662,1.5625,1.64911292930209,1.09699870548659
1.72,63.010902,-31.095072,-5.854865,63.135723,-33.773872,-7.023799,1.43304,1.51247666701252,1.23745751750084
1.73,63.010902,-31.095072,-5.854865,62.885685,-30.026833,-7.584686,1.35565,1.43079676326936,1.35004322176502
1.74,62.718109,-25.087914,-7.83356,62.935822,-23.784439,-8.698171,1.4,1.47760518465467,1.0285329154368
1.75,62.718109,-25.087914,-7.83356,62.977551,-26.707878,-7.244078,1.5968,1.68531425632613,1.01085536733005
1.76,62.718109,-25.087914,-7.83356,63.019234,-28.179426,-7.809586,1.7088,1.8035226710985,1.53617933956083
1.77,62.718109,-25.087914,-7.83356,62.608803,-26.457151,-7.176141,1.2608,1.330689012009,0.91140167164287
1.78,62.718109,-25.087914,-7.83356,62.55825,-25.676392,-7.066313,1.0928,1.15337638985044,0.679064336756101
1.79,62.718109,-25.087914,-7.83356,62.684509,-24.413879,-6.823076,1.0496,1.1077817155811,0.701776238717076
1.80,62.718109,-25.087914,-7.83356,63.027569,-27.703461,-8.29789,1.6864,1.77988098814402,1.272745839051
1.81,62.718109,-25.087914,-7.83356,62.801987,-24.811626,-9.14352,1.232,1.30029256249611,0.940919806241051
1.82,62.718109,-25.087914,-7.83356,63.127411,-25.427595,-9.17878,1.2608,1.330689012009,0.947938697890979
1.83,62.718109,-25.087914,-7.83356,63.24358,-27.991476,-7.213717,1.7504,1.84742865372824,1.63878609646231
1.84,63.168941,-20.919044,-15.118779,63.160637,-19.495073,-15.966379,1.13423,1.19710294899348,1.11214163330567
1.85,63.168941,-20.919044,-15.118779,62.994232,-23.054096,-15.161819,1.20268,1.26934728820034,1.19624530886312
1.86,63.168941,-20.919044,-15.118779,63.193836,-19.875753,-15.956446,1.10872,1.17017887166452,0.907451920688299
1.87,63.168941,-20.919044,-15.118779,63.218716,-20.53377,-16.749008,0.94094,0.993098444606403,1.05288193102898
1.88,63.168941,-20.919044,-15.118779,63.035896,-21.537855,-13.416221,1.37181,1.44785254882937,1.2128395577134
1.89,63.168941,-20.919044,-15.118779,63.193836,-19.7904,-14.360781,1.0094,1.06535333813602,0.669018073677817
1.90,63.168941,-20.919044,-15.118779,63.027569,-20.856705,-13.311865,1.16779,1.2325232561342,1.09975574789796
1.91,63.168941,-20.919044,-15.118779,63.474903,-19.289051,-14.081301,1.32752,1.40110745338055,0.996382694801527
1.92,63.168941,-20.919044,-15.118779,63.384186,-22.267904,-16.285164,1.49664,1.57960215968683,0.85128207930489
1.93,63.168941,-20.919044,-15.118779,63.359409,-21.850452,-16.324804,1.12215,1.18435332711445,0.743083735927642
1.94,63.168941,-20.919044,-15.118779,63.019234,-22.025394,-15.994091,0.918121,0.969014535528807,0.674064261786576
1.95,63.168941,-20.919044,-15.118779,63.160637,-21.019312,-16.713694,1.2255,1.29343225271021,0.917141351034463
1.96,63.168941,-20.919044,-15.118779,63.210426,-21.347866,-16.801956,1.13826,1.20135634106073,0.931599447345147
1.97,63.168941,-20.919044,-15.118779,63.177242,-20.100605,-16.561815,1.16779,1.2325232561342,1.10381212984094
1.98,63.168941,-20.919044,-15.118779,63.318081,-19.107048,-15.779756,1.21342,1.28068263083119,1.26653824046428
1.99,64.225632,-12.870156,-6.938132,64.104187,-12.945864,-5.364041,1.46875,1.55016615354396,1.20305729590899
1.100,64.225632,-12.870156,-6.938132,64.306389,-11.532928,-6.691082,1.47743,1.55932730568882,1.08139460787768
1.101,64.225632,-12.870156,-6.938132,64.087975,-13.920767,-6.431227,1.41667,1.49519924067481,0.993396497625428
1.102,64.225632,-12.870156,-6.938132,64.274109,-11.373306,-6.155379,1.95312,2.06138588446623,1.24706827497544
1.103,64.225632,-12.870156,-6.938132,63.729446,-11.02553,-5.288621,1.95312,2.06138588446623,1.80534106283827
1.104,64.225632,-12.870156,-6.938132,64.079857,-11.668858,-4.97373,1.86458,1.96793791085957,1.60521254127254
1.105,64.225632,-12.870156,-6.938132,64.055511,-12.553768,-5.576959,1.32118,1.39441601275861,1.00747046981896
1.106,64.225632,-12.870156,-6.938132,64.063629,-13.271614,-5.535701,1.57812,1.66559878143373,1.17366078030668
1.107,64.225632,-12.870156,-6.938132,64.41114,-13.198202,-8.796221,1.48264,1.56482610784028,1.3124545191399
1.108,64.225632,-12.870156,-6.938132,64.104187,-13.777676,-6.020433,1.65972,1.75172205505361,1.10326929492125
1.109,64.225632,-12.870156,-6.938132,64.185196,-11.907426,-6.985126,1.15278,1.21668121769015,0.801620935533113
1.110,64.225632,-12.870156,-6.938132,64.225632,-11.698687,-6.326791,1.65972,1.75172205505361,0.968399789917842
1.111,64.225632,-12.870156,-6.938132,64.233719,-11.533608,-6.239874,1.85069,1.95327795656325,1.10897632579129
1.112,64.225632,-12.870156,-6.938132,64.378937,-14.422387,-8.625369,1.86458,1.96793791085957,1.48946389605233
1.113,63.309811,-2.734236,-8.752265,62.642467,-1.887991,-9.470188,1.66282,1.75499389510534,1.32236940641364
1.114,63.309811,-2.734236,-8.752265,63.218716,-1.601357,-8.471242,1.56351,1.65017891589959,1.38986750443356
1.115,63.309811,-2.734236,-8.752265,63.284985,-1.954426,-10.306618,1.49654,1.57949661645936,1.51431498197003
1.116,63.309811,-2.734236,-8.752265,63.185539,-3.937169,-8.490066,1.8291,1.93049117375132,1.44531007973317
1.117,63.309811,-2.734236,-8.752265,63.002563,-1.49278,-8.610412,1.79677,1.89636904830855,1.54543783843677
1.118,63.309811,-2.734236,-8.752265,63.060875,-4.211016,-9.062131,2.39492,2.52767586345226,1.70453390560114
1.119,63.309811,-2.734236,-8.752265,62.709713,-3.14459,-7.358476,1.21478,1.28211801872486,1.29294650562989
1.120,63.309811,-2.734236,-8.752265,63.900963,-3.666717,-7.656416,1.72979,1.82567619454557,1.52519984956574
1.121,63.309811,-2.734236,-8.752265,63.819378,-2.540444,-6.947419,1.26328,1.33330648405039,1.39579442039775
1.122,63.309811,-2.734236,-8.752265,63.622902,-3.118078,-7.618194,1.29792,1.36986665804785,1.03102821331774
1.123,63.309811,-2.734236,-8.752265,62.60038,-1.832401,-9.797555,1.33025,1.40398878349062,1.50870944880551
1.124,63.309811,-2.734236,-8.752265,63.400696,-2.929617,-7.231156,1.67898,1.77204968066535,1.17500629603642
1.125,61.290131,3.72081,-5.37895,61.185471,4.987442,-4.983339,1.52344,1.60788774465022,1.59770295740966
1.126,61.290131,3.72081,-5.37895,61.168003,4.525968,-4.202901,1.33398,1.40792554587545,1.49561371018217
1.127,61.290131,3.72081,-5.37895,61.255276,2.527619,-5.153812,1.48633,1.56872065293412,1.50592199579637
1.128,61.290131,3.72081,-5.37895,61.080532,4.942229,-5.262722,1.55469,1.64087000323626,1.4839738220403
1.129,61.290131,3.72081,-5.37895,61.429237,2.249264,-4.950772,1.76758,1.8655609802085,1.87268594380452
1.130,61.290131,3.72081,-5.37895,61.524582,2.620631,-4.756463,1.26367,1.33371810263755,1.41590853246156
1.131,61.290131,3.72081,-5.37895,61.307549,4.747891,-4.410728,1.54687,1.63261652284769,1.57959402857714
1.132,61.290131,3.72081,-5.37895,60.992859,3.345058,-3.664573,1.32617,1.39968261980963,1.47219908392063
1.133,61.290131,3.72081,-5.37895,61.03672,4.063219,-3.498565,1.53125,1.61613067071604,1.7177811126058
1.134,61.290131,3.72081,-5.37895,61.559196,3.339516,-6.776796,1.40234,1.48007489617759,1.35619746557294
1.135,61.290131,3.72081,-5.37895,61.185471,3.173256,-3.735194,1.41602,1.49451320969622,1.44647454759509
1.136,61.290131,3.72081,-5.37895,61.063011,4.026366,-3.667761,1.32617,1.39968261980963,1.56030686700468
1.137,61.290131,3.72081,-5.37895,61.437916,2.601669,-4.022298,1.40234,1.48007489617759,1.66667981095069
1.138,62.431583,8.088556,8.89526,62.321476,8.603728,10.723514,1.34953,1.42433751774787,1.30653533095527
1.139,62.431583,8.088556,8.89526,61.997829,9.50383,8.218794,1.37652,1.45282363484346,1.6945195073412
1.140,62.431583,8.088556,8.89526,62.363861,7.068036,7.741027,1.09987,1.16083829603295,1.1657390706829
1.141,62.431583,8.088556,8.89526,62.296021,7.139699,10.485916,1.67341,1.76617092289498,1.82767282562091
1.142,62.431583,8.088556,8.89526,62.751682,8.552464,7.049637,1.5857,1.67359895807636,1.68325024290731
1.143,62.431583,8.088556,8.89526,62.667698,9.62562,9.325429,1.64642,1.73768480579939,1.4650678220099
1.144,62.431583,8.088556,8.89526,62.228065,7.011757,9.265014,1.22132,1.28902054580174,1.27746773998488
1.145,62.431583,8.088556,8.89526,62.608803,7.593384,10.5107,1.61943,1.70919868870379,1.50176496111964
1.146,62.431583,8.088556,8.89526,62.810368,6.796015,10.024079,1.52497,1.60950255603059,1.88932651853266
1.147,62.431583,8.088556,8.89526,62.346912,6.859908,8.970544,1.39001,1.46706141622988,1.32786820857734
1.148,62.600384,1.883252,20.960041,62.709713,2.680185,18.408548,1.72684,1.82256266933505,1.73165208752481
1.149,62.600384,1.883252,20.960041,62.363861,3.294644,20.560375,1.58845,1.67650139683193,1.55512034467996
1.150,62.600384,1.883252,20.960041,62.776844,2.245719,18.294903,1.83875,1.94067609520269,1.54169047117754
1.151,62.600384,1.883252,20.960041,62.270554,3.538615,20.862604,1.45969,1.5406039371347,1.77470941454442
1.152,62.600384,1.883252,20.960041,62.211056,3.334256,19.698187,1.65824,1.75016001528697,1.82125740177064
1.153,62.600384,1.883252,20.960041,63.002567,1.454868,18.685389,1.48496,1.56727471071771,1.29624832486675
1.154,62.600384,1.883252,20.960041,62.835487,3.256578,19.197802,1.98556,2.09562410745923,1.89119112832766
1.155,62.600384,1.883252,20.960041,63.027569,0.988338,19.544111,1.19134,1.25737868620464,1.22284565981622
1.156,62.600384,1.883252,20.960041,62.776844,0.700022,20.099669,1.31288,1.38565592487816,1.32250235164561
1.157,62.380802,23.174095,18.426128,62.65929,21.337734,18.506025,1.16359,1.22809044058023,1.17226174853405
1.158,62.380802,23.174095,18.426128,62.304508,24.080732,17.401604,1.17466,1.23977407586175,1.04013315478512
1.159,62.380802,23.174095,18.426128,62.219559,25.48102,19.126387,1.123,1.185250444548,1.17678454469549
1.160,62.380802,23.174095,18.426128,62.473854,22.156172,19.477016,1.33825,1.41243224168865,1.1272412317397
1.161,62.380802,23.174095,18.426128,62.406204,23.957041,19.914648,0.779828,0.823055639956344,0.819930682653834
1.162,62.380802,23.174095,18.426128,62.448498,25.025183,18.102551,1.10578,1.16707590077674,1.19090389955021
1.163,62.380802,23.174095,18.426128,62.245064,24.972042,17.693741,1.19803,1.26443952812274,1.34581917743917
1.164,62.380802,23.174095,18.426128,62.473854,22.286348,19.731054,0.96556,1.01908318721083,1.20847695093633
1.165,62.380802,23.174095,18.426128,62.270554,23.242689,19.782455,0.873309,0.92171850443256,0.856240724228114
1.166,62.380802,23.174095,18.426128,62.642467,22.387699,16.799746,1.123,1.185250444548,0.955672474901599
1.167,62.380802,23.174095,18.426128,62.211056,24.962439,20.32375,1.17466,1.23977407586175,1.12909214230921
1.168,62.380802,23.174095,18.426128,62.100323,25.615082,19.984756,1.31488,1.38776678942767,1.26371008919266
1.169,64.739708,15.750381,4.382495,64.675804,16.25712,2.521043,1.60846,1.69762059664975,1.41420009649134
1.170,64.739708,15.750381,4.382495,64.906975,13.932343,4.705934,1.38419,1.46091880039082,1.40002453077754
1.171,64.739708,15.750381,4.382495,64.906975,14.092083,5.627074,1.52757,1.61224667994495,1.64812733127747
1.172,64.739708,15.750381,4.382495,64.619812,14.481673,5.832911,1.67279,1.76551655488463,1.52689756809438
1.173,64.739708,15.750381,4.382495,64.611809,14.107259,5.037112,1.38419,1.46091880039082,1.37041307480697
1.174,64.739708,15.750381,4.382495,64.571754,17.28174,5.935281,1.33456,1.40853769659481,1.40129337177604
1.175,64.739708,15.750381,4.382495,65.144722,13.863874,3.47624,1.64154,1.73253429629859,1.49041684215473
1.176,64.739708,15.750381,4.382495,64.451347,15.930347,6.530123,1.59191,1.68015319250258,1.55354186619384
1.177,64.739708,15.750381,4.382495,64.79554,17.721302,4.546868,1.28676,1.3580880338616,1.33123814388568
1.178,64.739708,15.750381,4.382495,64.378937,16.738028,6.616297,1.625,1.71507744647417,1.6542677610558
1.179,64.739708,15.750381,4.382495,64.274109,15.276686,7.024458,1.9136,2.01967520096798,2.05292202851561
1.180,62.168503,10.465078,29.888308,61.989277,12.008325,30.260452,1.43808,1.51779604567728,1.13367988182565
1.181,62.168503,10.465078,29.888308,62.117382,9.921897,30.698711,1.03595,1.09337506503072,0.669333574217496
1.182,62.168503,10.465078,29.888308,62.04911,9.130648,29.651943,1.48069,1.56276801490452,1.01734808344529
1.183,62.168503,10.465078,29.888308,62.194042,11.426481,29.68453,1.23702,1.30559083251537,0.789625988357746
1.184,62.168503,10.465078,29.888308,62.228065,9.337888,27.500385,1.40879,1.48688243434975,1.1423220510716
1.185,62.168503,10.465078,29.888308,62.304508,8.696922,28.017298,1.48069,1.56276801490452,1.35032387423713
1.186,62.168503,10.465078,29.888308,62.338436,8.891768,28.800947,1.23702,1.30559083251537,1.15902159735598
1.187,62.168503,10.465078,29.888308,62.296021,11.39535,29.334805,1.26498,1.33510071891747,0.871880077228545
1.188,62.168503,10.465078,29.888308,62.312992,12.260613,31.20022,1.52463,1.60914370905718,1.2492423699398
1.189,62.168503,10.465078,29.888308,62.389271,8.983809,27.163689,1.5526,1.63866414978203,1.39125713452667
1.190,62.168503,10.465078,29.888308,62.168503,11.019789,28.621765,1.15047,1.21424316913547,0.878481667579194
1.191,62.168503,10.465078,29.888308,62.423126,10.524557,27.86212,1.48069,1.56276801490452,1.01777957545658
1.192,61.671474,20.788679,63.073536,61.645592,20.759163,59.124725,1.55556,1.6417882293153,1.24628929276057
1.193,61.671474,20.788679,63.073536,61.619694,18.479187,59.492844,1.3381,1.41227392684744,1.27282325455364
1.194,61.671474,20.788679,63.073536,61.834995,21.864727,60.871777,1.50952,1.59319612738565,1.19360726981874
1.195,61.671474,20.788679,63.073536,61.550545,20.279184,67.85791,1.75714,1.85454226726007,1.61741682420954
1.196,61.671474,20.788679,63.073536,61.602417,18.506922,62.532722,1.41587,1.494354894855,1.31728318702988
1.197,61.671474,20.788679,63.073536,61.800625,18.564619,60.477486,1.29048,1.36201424192368,1.17525502965143
1.198,61.671474,20.788679,63.073536,62.006382,18.93379,57.921841,1.71111,1.80596071965318,1.44827966883758
1.199,61.671474,20.788679,63.073536,61.877911,22.367519,68.528969,1.49365,1.57644641718532,1.39578583705013
1.200,61.671474,20.788679,63.073536,62.014931,22.000708,61.889629,1.13492,1.19783119726305,1.0293577957921
1.201,61.671474,20.788679,63.073536,61.176739,23.052271,65.014091,1.53968,1.62502796479221,1.21960697570456
1.202,61.671474,20.788679,63.073536,61.783432,18.642792,63.577576,1.53968,1.62502796479221,1.39655557627325
1.203,61.671474,20.788679,63.073536,61.826405,22.45425,68.473656,1.43175,1.51111515937809,1.38081810157587
1.204,60.852169,1.789563,65.587479,60.719803,3.220895,66.287918,0.915179,0.965909453776482,0.90616995233508
1.205,60.852169,1.789563,65.587479,60.462589,3.0622,68.327385,0.988839,1.04365259513481,1.06220952219801
1.206,60.852169,1.789563,65.587479,60.551476,3.084808,67.820679,1.0346,1.0919502314598,0.981613981784849
1.207,60.852169,1.789563,65.587479,61.133038,2.045882,62.709343,0.823661,0.869318402855607,0.80663756502053
1.208,60.852169,1.789563,65.587479,60.984081,3.003369,64.893974,1.05246,1.11080025188689,0.803460725839749
1.209,60.852169,1.789563,65.587479,60.560356,3.015314,67.951347,0.86942,0.917613928316044,0.963986779746822
1.210,60.852169,1.789563,65.587479,61.394508,1.028223,67.199242,1.07031,1.12963971799124,0.790885972347076
1.211,60.852169,1.789563,65.587479,60.834545,3.332841,64.806023,1.08036,1.14024681235251,1.00563398500279
1.212,60.852169,1.789563,65.587479,61.316254,1.209635,63.18351,0.777902,0.821022877395169,0.809257111488436
1.213,60.852169,1.789563,65.587479,60.355648,1.826531,69.417778,1.07031,1.12963971799124,1.04329397203898
1.214,63.085842,27.729509,33.920765,63.019234,28.453362,36.655945,1.51943,1.60365546122846,1.16672275650397
1.215,63.085842,27.729509,33.920765,62.650879,23.870768,31.616688,1.58775,1.67576259423961,1.8972356951746
1.216,63.085842,27.729509,33.920765,63.408951,28.065464,36.592178,1.61013,1.69938316854859,1.26474764793584
1.217,63.085842,27.729509,33.920765,63.010902,26.385323,34.712925,1.36749,1.44329308140244,1.09330839562557
1.218,63.085842,27.729509,33.920765,62.743294,30.003965,37.053318,1.23086,1.29908936970289,1.30520821495732
1.219,63.085842,27.729509,33.920765,63.235294,30.994423,34.762001,1.69376,1.78764896968621,1.62852337758819
1.220,63.085842,27.729509,33.920765,63.11079,23.186617,30.492218,1.48881,1.57133812497551,2.19818630419039
1.221,63.085842,27.729509,33.920765,63.144028,30.419266,33.830147,2.08127,2.19663953047587,1.56730136109712
1.222,63.085842,27.729509,33.920765,62.919117,30.627777,36.854412,1.10954,1.17104432612982,1.372997854023
1.223,63.085842,27.729509,33.920765,63.052551,24.681379,33.483528,1.74794,1.84483229033234,1.69979384699283
1.224,35.083103,-44.115772,3.800086,35.023216,-40.070381,1.596998,1.25506,1.32463083075192,1.86439488488686
1.225,35.083103,-44.115772,3.800086,34.782253,-42.562027,4.75114,1.25506,1.32463083075192,0.853641374746221
1.226,35.083103,-44.115772,3.800086,34.620335,-38.435333,3.597958,1.14372,1.20711900128088,2.03070393850651
1.227,35.083103,-44.115772,3.800086,35.498432,-51.603333,6.476638,1.94332,2.05104264817365,2.68526368043798
1.228,35.083103,-44.115772,3.800086,34.660912,-39.533718,4.526602,1.59919,1.68783673946279,1.74436558185275
1.229,35.083103,-44.115772,3.800086,34.660912,-44.779327,5.621924,1.23482,1.30326888151091,1.11454816960987
1.230,35.083103,-44.115772,3.800086,34.882931,-42.985641,5.024867,1.29555,1.36736528355668,0.873579178910895
1.231,35.083103,-44.115772,3.800086,35.321259,-44.552967,5.465439,1.40688,1.48486655870497,0.986650785229171
1.232,35.083103,-44.115772,3.800086,35.043194,-38.37468,1.23097,1.54858,1.63442131203752,2.47002524734511
1.233,35.083103,-44.115772,3.800086,35.498432,-49.018013,4.88342,1.10324,1.16439510279887,1.68136091691878
1.234,35.083103,-44.115772,3.800086,35.341003,-47.807205,5.674574,1.73077,1.82671051817483,1.53726193168149
1.235,35.083103,-44.115772,3.800086,34.660912,-37.117764,2.218003,1.7004,1.79465703999057,2.61770275686152
1.236,35.083103,-44.115772,3.800086,35.43951,-47.983143,3.960627,0.97166,1.02552132408683,1.29466248401596
1.237,35.083103,-44.115772,3.800086,34.882931,-40.977829,1.579803,1.32591,1.39940820741819,1.66650820186534
1.238,37.444653,-26.568275,-29.02739,37.17001,-29.525862,-29.528233,1.59917,1.68781563081729,1.30284609346616
1.239,37.444653,-26.568275,-29.02739,37.8783,-28.26717,-30.792187,1.54759,1.63337643408551,0.944535822336752
1.240,37.444653,-26.568275,-29.02739,37.48106,-28.214296,-31.182697,1.19938,1.26586436169365,0.959553587863935
1.241,37.444653,-26.568275,-29.02739,37.571861,-26.926945,-26.921865,1.19938,1.26586436169365,1.01997912251572
1.242,37.444653,-26.568275,-29.02739,37.408195,-25.425289,-29.948332,1.27676,1.34753371111407,0.772622716576342
1.243,37.444653,-26.568275,-29.02739,37.788532,-27.501261,-27.433578,1.27676,1.34753371111407,0.999606945801151
1.244,37.444653,-26.568275,-29.02739,37.243526,-28.075132,-27.482712,1.56048,1.64698095610708,1.15570255128813
1.245,37.444653,-26.568275,-29.02739,36.985329,-23.704914,-28.655218,1.45731,1.53809200832078,1.37470792166131
